"","Poke.x","Poke.y","weight"
"8477","Hitmontop","Diancie-Mega",1
"8478","Hitmontop","Ditto",2
"8479","Hitmontop","Donphan",1
"8480","Hitmontop","Doublade",1
"8481","Hitmontop","Dracozolt",1
"8482","Hitmontop","Dragapult",1
"8483","Hitmontop","Garchomp",1
"8484","Hitmontop","Gardevoir-Mega",1
"8485","Hitmontop","Gastrodon",1
"8486","Hitmontop","Gourgeist-All",1
"8487","Hitmontop","Greninja",2
"8488","Hitmontop","Gyarados-Mega",1
"8489","Hitmontop","Hatterene",2
"8490","Hitmontop","Kangaskhan",1
"8491","Hitmontop","Keldeo",1
"8492","Hitmontop","Latios-Mega",1
"8493","Hitmontop","Leafeon",1
"8494","Hitmontop","Lycanroc-Dusk",1
"8495","Hitmontop","Magcargo",1
"8496","Hitmontop","Magmortar",1
"8497","Hitmontop","Malamar",1
"8498","Hitmontop","Mesprit",1
"8499","Hitmontop","Mismagius",1
"8500","Hitmontop","Muk-Alola",2
"8501","Hitmontop","Nidoking",1
"8502","Hitmontop","Ninetales-Alola",1
"8503","Hitmontop","Noivern",1
"8504","Hitmontop","Ogerpon",1
"8505","Hitmontop","Pecharunt",1
"8506","Hitmontop","Pidgeot-Mega",1
"8507","Hitmontop","Roselia",1
"8508","Hitmontop","Rotom",2
"8509","Hitmontop","Rotom-Wash",1
"8510","Hitmontop","Scizor-Mega",1
"8511","Hitmontop","Shaymin",2
"8512","Hitmontop","Sigilyph",1
"8513","Hitmontop","Silvally",1
"8514","Hitmontop","Skarmory",1
"8515","Hitmontop","Slowbro-Mega",1
"8516","Hitmontop","Stunfisk",1
"8517","Hitmontop","Swampert",1
"8518","Hitmontop","Sylveon",2
"8519","Hitmontop","Tangrowth",1
"8520","Hitmontop","Tornadus",1
"8521","Hitmontop","Toxapex",1
"8522","Hitmontop","Typhlosion",1
"8523","Hitmontop","Umbreon",1
"8524","Hitmontop","Uxie",2
"8525","Hitmontop","Venusaur-Mega",1
"8526","Hitmontop","Vikavolt",1
"8527","Hitmontop","Weavile",1
"8528","Hitmontop","Yanmega",1
"8529","Hitmontop","Zygarde",3
"8530","Honchkrow","Ambipom",1
"8531","Honchkrow","Drifblim",1
"8532","Honchkrow","Gardevoir-Mega",1
"8533","Honchkrow","Nihilego",1
"8534","Honchkrow","Rotom-Wash",1
"8535","Honchkrow","Skeledirge",1
"8536","Honchkrow","Tangrowth",1
"8537","Honchkrow","Zamazenta-Crowned",1
"8538","Honchkrow","Zygarde",1
"8539","Hoopa","Alomomola",1
"8540","Hoopa","Araquanid",1
"8541","Hoopa","Eldegoss",1
"8542","Hoopa","Excadrill",1
"8543","Hoopa","Flamigo",1
"8544","Hoopa","Gardevoir-Mega",1
"8545","Hoopa","Gigalith",1
"8546","Hoopa","Glimmora",1
"8547","Hoopa","Gliscor",1
"8548","Hoopa","Haxorus",1
"8549","Hoopa","Heatran",1
"8550","Hoopa","Hydreigon",1
"8551","Hoopa","Iron_Hands",1
"8552","Hoopa","Manectric-Mega",1
"8553","Hoopa","Melmetal",1
"8554","Hoopa","Miltank",1
"8555","Hoopa","Ninetales-Alola",1
"8556","Hoopa","Ogerpon",1
"8557","Hoopa","Persian",1
"8558","Hoopa","Persian-Alola",1
"8559","Hoopa","Pyroar",1
"8560","Hoopa","Ribombee",1
"8561","Hoopa","Scolipede",1
"8562","Hoopa","Sharpedo-Mega",1
"8563","Hoopa","Suicune",1
"8564","Hoopa","Thundurus",2
"8565","Hoopa","Ursaluna-Bloodmoon",1
"8566","Hoopa","Virizion",1
"8567","Hoopa-Unbound","Arcanine",2
"8568","Hoopa-Unbound","Brambleghast",1
"8569","Hoopa-Unbound","Chatot",1
"8570","Hoopa-Unbound","Comfey",1
"8571","Hoopa-Unbound","Decidueye",1
"8572","Hoopa-Unbound","Donphan",1
"8573","Hoopa-Unbound","Duraludon",1
"8574","Hoopa-Unbound","Emolga",1
"8575","Hoopa-Unbound","Exploud",1
"8576","Hoopa-Unbound","Ferroseed",1
"8577","Hoopa-Unbound","Ferrothorn",1
"8578","Hoopa-Unbound","Florges",1
"8579","Hoopa-Unbound","Forretress",1
"8580","Hoopa-Unbound","Galvantula",2
"8581","Hoopa-Unbound","Gengar",1
"8582","Hoopa-Unbound","Gliscor",1
"8583","Hoopa-Unbound","Iron_Moth",1
"8584","Hoopa-Unbound","Jirachi",1
"8585","Hoopa-Unbound","Kartana",1
"8586","Hoopa-Unbound","Landorus",2
"8587","Hoopa-Unbound","Liepard",1
"8588","Hoopa-Unbound","Lopunny-Mega",2
"8589","Hoopa-Unbound","Magmortar",1
"8590","Hoopa-Unbound","Metagross",1
"8591","Hoopa-Unbound","Mienshao",1
"8592","Hoopa-Unbound","Milotic",1
"8593","Hoopa-Unbound","Noivern",3
"8594","Hoopa-Unbound","Primarina",1
"8595","Hoopa-Unbound","Qwilfish",1
"8596","Hoopa-Unbound","Salazzle",1
"8597","Hoopa-Unbound","Sandslash",1
"8598","Hoopa-Unbound","Sceptile-Mega",1
"8599","Hoopa-Unbound","Seaking",1
"8600","Hoopa-Unbound","Shuckle",1
"8601","Hoopa-Unbound","Sirfetchd",1
"8602","Hoopa-Unbound","Steelix-Mega",1
"8603","Hoopa-Unbound","Tapu_Fini",1
"8604","Hoopa-Unbound","Tapu_Koko",1
"8605","Hoopa-Unbound","Tornadus-Therian",1
"8606","Hoopa-Unbound","Toxapex",1
"8607","Hoopa-Unbound","Venusaur-Mega",1
"8608","Hoopa-Unbound","Vigoroth",1
"8609","Hoopa-Unbound","Vikavolt",1
"8610","Hoopa-Unbound","Whimsicott",1
"8611","Houndoom","Aggron-Mega",1
"8612","Houndoom","Amoonguss",1
"8613","Houndoom","Buzzwole",1
"8614","Houndoom","Cinccino",1
"8615","Houndoom","Golurk",1
"8616","Houndoom","Lycanroc-Dusk",1
"8617","Houndoom","Raichu-Alola",1
"8618","Houndoom","Salamence",1
"8619","Houndoom","Tapu_Koko",1
"8620","Houndoom","Vaporeon",1
"8621","Houndoom-Mega","Armaldo",1
"8622","Houndoom-Mega","Brambleghast",1
"8623","Houndoom-Mega","Celesteela",1
"8624","Houndoom-Mega","Cinccino",1
"8625","Houndoom-Mega","Clodsire",1
"8626","Houndoom-Mega","Exeggutor",1
"8627","Houndoom-Mega","Fearow",1
"8628","Houndoom-Mega","Flygon",1
"8629","Houndoom-Mega","Galvantula",1
"8630","Houndoom-Mega","Gastrodon",1
"8631","Houndoom-Mega","Great_Tusk",1
"8632","Houndoom-Mega","Heatran",1
"8633","Houndoom-Mega","Heliolisk",2
"8634","Houndoom-Mega","Illumise",1
"8635","Houndoom-Mega","Klefki",1
"8636","Houndoom-Mega","Latios",2
"8637","Houndoom-Mega","Mamoswine",1
"8638","Houndoom-Mega","Melmetal",1
"8639","Houndoom-Mega","Mienshao",1
"8640","Houndoom-Mega","Mimikyu",1
"8641","Houndoom-Mega","Polteageist",1
"8642","Houndoom-Mega","Primarina",1
"8643","Houndoom-Mega","Roserade",1
"8644","Houndoom-Mega","Scream_Tail",1
"8645","Houndoom-Mega","Scyther",1
"8646","Houndoom-Mega","Silvally",1
"8647","Houndoom-Mega","Smeargle",1
"8648","Houndoom-Mega","Starmie",1
"8649","Houndoom-Mega","Tapu_Koko",1
"8650","Houndoom-Mega","Torkoal",2
"8651","Houndoom-Mega","Toxapex",1
"8652","Houndoom-Mega","Venusaur",1
"8653","Houndoom-Mega","Volcarona",1
"8654","Houndoom-Mega","Walking_Wake",1
"8655","Houndoom-Mega","Weavile",1
"8656","Houndoom-Mega","Zarude",1
"8657","Houndstone","Audino-Mega",1
"8658","Houndstone","Diancie-Mega",1
"8659","Houndstone","Dipplin",1
"8660","Houndstone","Empoleon",1
"8661","Houndstone","Garchomp",1
"8662","Houndstone","Iron_Valiant",1
"8663","Houndstone","Lickilicky",1
"8664","Houndstone","Mamoswine",1
"8665","Houndstone","Mew",1
"8666","Houndstone","Moltres",1
"8667","Houndstone","Munkidori",1
"8668","Houndstone","Pikachu",1
"8669","Houndstone","Regieleki",1
"8670","Houndstone","Roselia",1
"8671","Houndstone","Samurott-Hisui",1
"8672","Houndstone","Tyranitar",1
"8673","Houndstone","Veluza",1
"8674","Houndstone","Vikavolt",1
"8675","Houndstone","Zamazenta-Crowned",1
"8676","Hydrapple","Alomomola",1
"8677","Hydrapple","Arbok",1
"8678","Hydrapple","Donphan",1
"8679","Hydrapple","Enamorus",1
"8680","Hydrapple","Gengar",1
"8681","Hydrapple","Greninja",1
"8682","Hydrapple","Iron_Treads",1
"8683","Hydrapple","Kleavor",1
"8684","Hydrapple","Lanturn",1
"8685","Hydrapple","Lopunny-Mega",1
"8686","Hydrapple","Metagross",1
"8687","Hydrapple","Mismagius",1
"8688","Hydrapple","Muk-Alola",1
"8689","Hydrapple","Perrserker",1
"8690","Hydrapple","Rotom-Heat",1
"8691","Hydrapple","Scream_Tail",1
"8692","Hydrapple","Smeargle",1
"8693","Hydrapple","Urshifu",1
"8694","Hydrapple","Zeraora",1
"8695","Hydreigon","Abomasnow-Mega",1
"8696","Hydreigon","Accelgor",2
"8697","Hydreigon","Aegislash",1
"8698","Hydreigon","Aggron-Mega",1
"8699","Hydreigon","Alomomola",1
"8700","Hydreigon","Amoonguss",1
"8701","Hydreigon","Araquanid",1
"8702","Hydreigon","Arcanine",1
"8703","Hydreigon","Archeops",2
"8704","Hydreigon","Armaldo",1
"8705","Hydreigon","Blastoise-Mega",1
"8706","Hydreigon","Braviary",1
"8707","Hydreigon","Bronzong",1
"8708","Hydreigon","Celebi",1
"8709","Hydreigon","Chandelure",1
"8710","Hydreigon","Claydol",1
"8711","Hydreigon","Clefable",2
"8712","Hydreigon","Cloyster",2
"8713","Hydreigon","Cobalion",1
"8714","Hydreigon","Cofagrigus",2
"8715","Hydreigon","Comfey",1
"8716","Hydreigon","Crobat",1
"8717","Hydreigon","Cryogonal",1
"8718","Hydreigon","Darmanitan",1
"8719","Hydreigon","Decidueye",3
"8720","Hydreigon","Ditto",1
"8721","Hydreigon","Donphan",2
"8722","Hydreigon","Dugtrio",2
"8723","Hydreigon","Electrode",1
"8724","Hydreigon","Emboar",1
"8725","Hydreigon","Empoleon",2
"8726","Hydreigon","Exploud",1
"8727","Hydreigon","Florges",1
"8728","Hydreigon","Frogadier",1
"8729","Hydreigon","Gallade-Mega",2
"8730","Hydreigon","Gastrodon",2
"8731","Hydreigon","Gengar",1
"8732","Hydreigon","Gliscor",1
"8733","Hydreigon","Golbat",1
"8734","Hydreigon","Golurk",2
"8735","Hydreigon","Gurdurr",2
"8736","Hydreigon","Hawlucha",1
"8737","Hydreigon","Heatran",2
"8738","Hydreigon","Hoopa",1
"8739","Hydreigon","Infernape",1
"8740","Hydreigon","Iron_Bundle",1
"8741","Hydreigon","Iron_Hands",1
"8742","Hydreigon","Jellicent",1
"8743","Hydreigon","Jirachi",1
"8744","Hydreigon","Jolteon",2
"8745","Hydreigon","Klefki",1
"8746","Hydreigon","Landorus-Therian",2
"8747","Hydreigon","Linoone",1
"8748","Hydreigon","Lopunny-Mega",1
"8749","Hydreigon","Lycanroc-Dusk",1
"8750","Hydreigon","Mamoswine",1
"8751","Hydreigon","Manectric-Mega",3
"8752","Hydreigon","Metagross",1
"8753","Hydreigon","Mienshao",1
"8754","Hydreigon","Mismagius",1
"8755","Hydreigon","Munkidori",1
"8756","Hydreigon","Nihilego",1
"8757","Hydreigon","Ninetales-Alola",1
"8758","Hydreigon","Ogerpon",1
"8759","Hydreigon","Orbeetle",1
"8760","Hydreigon","Pelipper",1
"8761","Hydreigon","Persian",1
"8762","Hydreigon","Pinsir-Mega",1
"8763","Hydreigon","Porygon2",1
"8764","Hydreigon","Purugly",1
"8765","Hydreigon","Raichu-Alola",1
"8766","Hydreigon","Regieleki",1
"8767","Hydreigon","Reuniclus",1
"8768","Hydreigon","Ribombee",2
"8769","Hydreigon","Roserade",1
"8770","Hydreigon","Rotom-Fan",1
"8771","Hydreigon","Rotom-Heat",1
"8772","Hydreigon","Rotom-Wash",2
"8773","Hydreigon","Scizor-Mega",2
"8774","Hydreigon","Shaymin",1
"8775","Hydreigon","Skarmory",1
"8776","Hydreigon","Sliggoo-Hisui",1
"8777","Hydreigon","Sneasel",1
"8778","Hydreigon","Snorlax",1
"8779","Hydreigon","Swampert-Mega",1
"8780","Hydreigon","Talonflame",1
"8781","Hydreigon","Tangela",1
"8782","Hydreigon","Tangrowth",1
"8783","Hydreigon","Tapu_Fini",1
"8784","Hydreigon","Tapu_Koko",2
"8785","Hydreigon","Tentacruel",1
"8786","Hydreigon","Thundurus",1
"8787","Hydreigon","Togekiss",2
"8788","Hydreigon","Tornadus",1
"8789","Hydreigon","Tsareena",1
"8790","Hydreigon","Ursaluna",1
"8791","Hydreigon","Venomoth",1
"8792","Hydreigon","Victini",1
"8793","Hydreigon","Vikavolt",1
"8794","Hydreigon","Volcanion",1
"8795","Hydreigon","Walrein",1
"8796","Hydreigon","Weezing",1
"8797","Hydreigon","Whimsicott",1
"8798","Hydreigon","Zeraora",1
"8799","Hypno","Avalugg-Hisui",1
"8800","Hypno","Heracross",1
"8801","Hypno","Klefki",1
"8802","Hypno","Nidoqueen",1
"8803","Hypno","Porygon-Z",1
"8804","Hypno","Roaring_Moon",1
"8805","Hypno","Shaymin",1
"8806","Hypno","Skeledirge",1
"8807","Hypno","Slowbro",1
"8808","Hypno","Thundurus",1
"8809","Illumise","Bastiodon",1
"8810","Illumise","Brambleghast",1
"8811","Illumise","Celesteela",1
"8812","Illumise","Charizard-Mega-X",1
"8813","Illumise","Chi-yu",1
"8814","Illumise","Clodsire",1
"8815","Illumise","Darmanitan",1
"8816","Illumise","Deoxys-Defense",1
"8817","Illumise","Dragapult",1
"8818","Illumise","Dragonite",1
"8819","Illumise","Electrode-Hisui",1
"8820","Illumise","Forretress",1
"8821","Illumise","Gardevoir-Mega",1
"8822","Illumise","Glastrier",1
"8823","Illumise","Gligar",1
"8824","Illumise","Gouging_Fire",1
"8825","Illumise","Great_Tusk",1
"8826","Illumise","Houndoom-Mega",1
"8827","Illumise","Iron_Hands",1
"8828","Illumise","Iron_Treads",1
"8829","Illumise","Iron_Valiant",1
"8830","Illumise","Latios",1
"8831","Illumise","Mandibuzz",1
"8832","Illumise","Maushold",1
"8833","Illumise","Oricorio",1
"8834","Illumise","Registeel",1
"8835","Illumise","Rhyperior",1
"8836","Illumise","Roserade",1
"8837","Illumise","Rotom-Wash",1
"8838","Illumise","Samurott-Hisui",1
"8839","Illumise","Sandslash-Alola",1
"8840","Illumise","Serperior",1
"8841","Illumise","Silvally",2
"8842","Illumise","Slowbro",1
"8843","Illumise","Snorlax",1
"8844","Illumise","Starmie",1
"8845","Illumise","Swellow",1
"8846","Illumise","Sylveon",1
"8847","Illumise","Tapu_Koko",2
"8848","Illumise","Thundurus-Therian",1
"8849","Illumise","Ting-Lu",1
"8850","Illumise","Toxapex",1
"8851","Illumise","Urshifu-Rapid-Strike",1
"8852","Illumise","Vanilluxe",1
"8853","Illumise","Virizion",1
"8854","Illumise","Zarude",1
"8855","Illumise","Zoroark-Hisui",1
"8856","Incineroar","Abomasnow",1
"8857","Incineroar","Accelgor",1
"8858","Incineroar","Aerodactyl-Mega",1
"8859","Incineroar","Alakazam-Mega",1
"8860","Incineroar","Amoonguss",3
"8861","Incineroar","Barbaracle",1
"8862","Incineroar","Beedrill-Mega",1
"8863","Incineroar","Bronzong",1
"8864","Incineroar","Celesteela",1
"8865","Incineroar","Chansey",1
"8866","Incineroar","Chatot",1
"8867","Incineroar","Cinccino",1
"8868","Incineroar","Cobalion",2
"8869","Incineroar","Crobat",1
"8870","Incineroar","Cryogonal",1
"8871","Incineroar","Decidueye",1
"8872","Incineroar","Dhelmise",1
"8873","Incineroar","Donphan",2
"8874","Incineroar","Druddigon",1
"8875","Incineroar","Dusclops",1
"8876","Incineroar","Empoleon",1
"8877","Incineroar","Enamorus",1
"8878","Incineroar","Gallade-Mega",2
"8879","Incineroar","Garganacl",1
"8880","Incineroar","Gengar",1
"8881","Incineroar","Gligar",1
"8882","Incineroar","Gliscor",2
"8883","Incineroar","Goodra",1
"8884","Incineroar","Granbull",1
"8885","Incineroar","Gurdurr",2
"8886","Incineroar","Haxorus",1
"8887","Incineroar","Iron_Bundle",2
"8888","Incineroar","Jirachi",2
"8889","Incineroar","Jolteon",2
"8890","Incineroar","Kangaskhan",1
"8891","Incineroar","Keldeo",1
"8892","Incineroar","Kleavor",1
"8893","Incineroar","Kommo-o",1
"8894","Incineroar","Kricketune",1
"8895","Incineroar","Latias-Mega",1
"8896","Incineroar","Lopunny-Mega",1
"8897","Incineroar","Malamar",1
"8898","Incineroar","Manaphy",1
"8899","Incineroar","Manectric-Mega",1
"8900","Incineroar","Melmetal",2
"8901","Incineroar","Mesprit",1
"8902","Incineroar","Mew",3
"8903","Incineroar","Mimikyu",1
"8904","Incineroar","Mudsdale",1
"8905","Incineroar","Muk-Alola",1
"8906","Incineroar","Noivern",1
"8907","Incineroar","Ogerpon",1
"8908","Incineroar","Orthworm",1
"8909","Incineroar","Pidgeot-Mega",1
"8910","Incineroar","Piloswine",2
"8911","Incineroar","Porygon-Z",1
"8912","Incineroar","Primarina",1
"8913","Incineroar","Raichu-Alola",1
"8914","Incineroar","Raikou",2
"8915","Incineroar","Reuniclus",1
"8916","Incineroar","Rhydon",1
"8917","Incineroar","Ribombee",3
"8918","Incineroar","Roserade",1
"8919","Incineroar","Rotom-Wash",2
"8920","Incineroar","Scizor-Mega",1
"8921","Incineroar","Scolipede",1
"8922","Incineroar","Scyther",1
"8923","Incineroar","Seismitoad",3
"8924","Incineroar","Sliggoo-Hisui",1
"8925","Incineroar","Slowking-Galar",1
"8926","Incineroar","Slurpuff",1
"8927","Incineroar","Snorlax",1
"8928","Incineroar","Spectrier",1
"8929","Incineroar","Staraptor",2
"8930","Incineroar","Starmie",1
"8931","Incineroar","Steelix",1
"8932","Incineroar","Swellow",1
"8933","Incineroar","Tapu_Fini",1
"8934","Incineroar","Tapu_Koko",1
"8935","Incineroar","Tapu_Lele",1
"8936","Incineroar","Terrakion",1
"8937","Incineroar","Thundurus-Therian",1
"8938","Incineroar","Togedemaru",1
"8939","Incineroar","Togekiss",2
"8940","Incineroar","Tsareena",2
"8941","Incineroar","Venusaur-Mega",1
"8942","Incineroar","Vikavolt",2
"8943","Incineroar","Weezing",2
"8944","Incineroar","Whimsicott",1
"8945","Incineroar","Zapdos-Galar",1
"8946","Incineroar","Zygarde",4
"8947","Incineroar","Zygarde-10",1
"8948","Indeedee","Alakazam-Mega",1
"8949","Indeedee","Ampharos-Mega",1
"8950","Indeedee","Barraskewda",1
"8951","Indeedee","Cobalion",1
"8952","Indeedee","Darmanitan",2
"8953","Indeedee","Decidueye",1
"8954","Indeedee","Excadrill",2
"8955","Indeedee","Garchomp-Mega",1
"8956","Indeedee","Gigalith",1
"8957","Indeedee","Grimmsnarl",1
"8958","Indeedee","Haunter",1
"8959","Indeedee","Haxorus",1
"8960","Indeedee","Hippowdon",1
"8961","Indeedee","Hitmonlee",1
"8962","Indeedee","Liepard",1
"8963","Indeedee","Manaphy",1
"8964","Indeedee","Mimikyu",1
"8965","Indeedee","Minior",1
"8966","Indeedee","Moltres-Galar",1
"8967","Indeedee","Simisage",1
"8968","Indeedee","Slaking",1
"8969","Indeedee","Starmie",1
"8970","Indeedee","Swellow",1
"8971","Indeedee","Thundurus",1
"8972","Indeedee","Victini",1
"8973","Indeedee","Vikavolt",1
"8974","Indeedee","Whimsicott",1
"8975","Indeedee","Zygarde-10",1
"8976","Infernape","Aegislash",1
"8977","Infernape","Aggron-Mega",2
"8978","Infernape","Alakazam-Mega",1
"8979","Infernape","Alomomola",1
"8980","Infernape","Amoonguss",2
"8981","Infernape","Articuno",1
"8982","Infernape","Blastoise",1
"8983","Infernape","Blissey",1
"8984","Infernape","Bronzong",1
"8985","Infernape","Carracosta",1
"8986","Infernape","Chesnaught",1
"8987","Infernape","Chien-Pao",1
"8988","Infernape","Clefable",1
"8989","Infernape","Cloyster",1
"8990","Infernape","Comfey",2
"8991","Infernape","Corviknight",2
"8992","Infernape","Crobat",1
"8993","Infernape","Crustle",1
"8994","Infernape","Cryogonal",1
"8995","Infernape","Diancie-Mega",2
"8996","Infernape","Diggersby",1
"8997","Infernape","Donphan",2
"8998","Infernape","Dracovish",2
"8999","Infernape","Dragapult",2
"9000","Infernape","Dragonite",1
"9001","Infernape","Druddigon",1
"9002","Infernape","Electrode",1
"9003","Infernape","Exploud",1
"9004","Infernape","Florges",2
"9005","Infernape","Forretress",1
"9006","Infernape","Garbodor",1
"9007","Infernape","Garchomp",1
"9008","Infernape","Gardevoir",1
"9009","Infernape","Gengar",2
"9010","Infernape","Gourgeist",1
"9011","Infernape","Greninja",1
"9012","Infernape","Gurdurr",1
"9013","Infernape","Hippowdon",1
"9014","Infernape","Hydreigon",1
"9015","Infernape","Iron_Leaves",1
"9016","Infernape","Jellicent",1
"9017","Infernape","Jirachi",1
"9018","Infernape","Jolteon",1
"9019","Infernape","Kangaskhan",1
"9020","Infernape","Kecleon",1
"9021","Infernape","Krookodile",1
"9022","Infernape","Kyurem",2
"9023","Infernape","Landorus",1
"9024","Infernape","Landorus-Therian",1
"9025","Infernape","Liepard",1
"9026","Infernape","Magneton",2
"9027","Infernape","Magnezone",1
"9028","Infernape","Manaphy",2
"9029","Infernape","Mandibuzz",2
"9030","Infernape","Maushold",1
"9031","Infernape","Meloetta",1
"9032","Infernape","Mesprit",1
"9033","Infernape","Mew",1
"9034","Infernape","Mismagius",1
"9035","Infernape","Mr-Rime",1
"9036","Infernape","Necrozma",1
"9037","Infernape","Ninetales-Alola",1
"9038","Infernape","Perrserker",1
"9039","Infernape","Pidgeot-Mega",1
"9040","Infernape","Porygon-Z",1
"9041","Infernape","Porygon2",1
"9042","Infernape","Primarina",1
"9043","Infernape","Pyukumuku",1
"9044","Infernape","Reuniclus",2
"9045","Infernape","Rhydon",1
"9046","Infernape","Rotom",1
"9047","Infernape","Rotom-Mow",1
"9048","Infernape","Sableye-Mega",1
"9049","Infernape","Sandslash",1
"9050","Infernape","Sandy_Shocks",1
"9051","Infernape","Sceptile-Mega",1
"9052","Infernape","Scizor-Mega",2
"9053","Infernape","Scolipede",1
"9054","Infernape","Serperior",1
"9055","Infernape","Shaymin",1
"9056","Infernape","Shuckle",1
"9057","Infernape","Slowking",1
"9058","Infernape","Sneasel",2
"9059","Infernape","Steelix-Mega",1
"9060","Infernape","Stoutland",2
"9061","Infernape","Suicune",1
"9062","Infernape","Swampert",1
"9063","Infernape","Sylveon",1
"9064","Infernape","Tangrowth",1
"9065","Infernape","Tapu_Lele",1
"9066","Infernape","Thundurus-Therian",1
"9067","Infernape","Tornadus",1
"9068","Infernape","Toxapex",1
"9069","Infernape","Toxtricity",1
"9070","Infernape","Tsareena",3
"9071","Infernape","Tyranitar",1
"9072","Infernape","Tyranitar-Mega",1
"9073","Infernape","Vaporeon",1
"9074","Infernape","Vikavolt",1
"9075","Infernape","Weezing",1
"9076","Infernape","Weezing-Galar",2
"9077","Infernape","Xurkitree",1
"9078","Infernape","Yanmega",1
"9079","Infernape","Zapdos",2
"9080","Infernape","Zygarde",2
"9081","Iron_Boulder","Aerodactyl-Mega",1
"9082","Iron_Boulder","Blissey",1
"9083","Iron_Boulder","Escavalier",1
"9084","Iron_Boulder","Latias",1
"9085","Iron_Boulder","Ludicolo",1
"9086","Iron_Boulder","Marowak-Alola",1
"9087","Iron_Boulder","Naclstack",1
"9088","Iron_Boulder","Tapu_Koko",1
"9089","Iron_Boulder","Ting-Lu",1
"9090","Iron_Boulder","Weezing",1
"9091","Iron_Bundle","Amoonguss",1
"9092","Iron_Bundle","Araquanid",1
"9093","Iron_Bundle","Armaldo",1
"9094","Iron_Bundle","Chandelure",1
"9095","Iron_Bundle","Chatot",1
"9096","Iron_Bundle","Cinccino",1
"9097","Iron_Bundle","Decidueye",1
"9098","Iron_Bundle","Donphan",1
"9099","Iron_Bundle","Dubwool",1
"9100","Iron_Bundle","Enamorus",1
"9101","Iron_Bundle","Flareon",1
"9102","Iron_Bundle","Florges",1
"9103","Iron_Bundle","Flygon",1
"9104","Iron_Bundle","Garganacl",1
"9105","Iron_Bundle","Gastrodon",1
"9106","Iron_Bundle","Gligar",1
"9107","Iron_Bundle","Granbull",1
"9108","Iron_Bundle","Grimmsnarl",1
"9109","Iron_Bundle","Gurdurr",1
"9110","Iron_Bundle","Hariyama",1
"9111","Iron_Bundle","Hydreigon",1
"9112","Iron_Bundle","Incineroar",2
"9113","Iron_Bundle","Jolteon",2
"9114","Iron_Bundle","Kleavor",1
"9115","Iron_Bundle","Manectric-Mega",1
"9116","Iron_Bundle","Mienshao",1
"9117","Iron_Bundle","Necrozma",1
"9118","Iron_Bundle","Ogerpon",1
"9119","Iron_Bundle","Orthworm",1
"9120","Iron_Bundle","Pelipper",1
"9121","Iron_Bundle","Rapidash",1
"9122","Iron_Bundle","Registeel",1
"9123","Iron_Bundle","Rillaboom",1
"9124","Iron_Bundle","Roaring_Moon",1
"9125","Iron_Bundle","Sliggoo-Hisui",2
"9126","Iron_Bundle","Slowking-Galar",2
"9127","Iron_Bundle","Sneasler",1
"9128","Iron_Bundle","Spectrier",1
"9129","Iron_Bundle","Spidops",1
"9130","Iron_Bundle","Steelix-Mega",1
"9131","Iron_Bundle","Swampert-Mega",1
"9132","Iron_Bundle","Tangela",1
"9133","Iron_Bundle","Tapu_Koko",1
"9134","Iron_Bundle","Zapdos",1
"9135","Iron_Bundle","Zapdos-Galar",1
"9136","Iron_Hands","Araquanid",1
"9137","Iron_Hands","Chi-yu",1
"9138","Iron_Hands","Clodsire",1
"9139","Iron_Hands","Dragonite",1
"9140","Iron_Hands","Electrode-Hisui",1
"9141","Iron_Hands","Forretress",1
"9142","Iron_Hands","Gliscor",1
"9143","Iron_Hands","Heatran",1
"9144","Iron_Hands","Hoopa",1
"9145","Iron_Hands","Hydreigon",1
"9146","Iron_Hands","Illumise",1
"9147","Iron_Hands","Manectric-Mega",1
"9148","Iron_Hands","Maushold",1
"9149","Iron_Hands","Ninetales-Alola",1
"9150","Iron_Hands","Ogerpon",1
"9151","Iron_Hands","Persian",1
"9152","Iron_Hands","Slowbro",1
"9153","Iron_Hands","Sylveon",1
"9154","Iron_Hands","Zoroark-Hisui",1
"9155","Iron_Leaves","Blastoise-Mega",1
"9156","Iron_Leaves","Blaziken",1
"9157","Iron_Leaves","Chien-Pao",1
"9158","Iron_Leaves","Clefable",1
"9159","Iron_Leaves","Corviknight",1
"9160","Iron_Leaves","Cryogonal",1
"9161","Iron_Leaves","Cyclizar",1
"9162","Iron_Leaves","Donphan",1
"9163","Iron_Leaves","Dragapult",2
"9164","Iron_Leaves","Duraludon",1
"9165","Iron_Leaves","Florges",1
"9166","Iron_Leaves","Gholdengo",1
"9167","Iron_Leaves","Glaceon",1
"9168","Iron_Leaves","Golbat",1
"9169","Iron_Leaves","Gurdurr",1
"9170","Iron_Leaves","Hitmonchan",1
"9171","Iron_Leaves","Infernape",1
"9172","Iron_Leaves","Iron_Moth",1
"9173","Iron_Leaves","Iron_Thorns",1
"9174","Iron_Leaves","Kangaskhan-Mega",1
"9175","Iron_Leaves","Manaphy",1
"9176","Iron_Leaves","Maushold",1
"9177","Iron_Leaves","Moltres",1
"9178","Iron_Leaves","Naclstack",1
"9179","Iron_Leaves","Orthworm",1
"9180","Iron_Leaves","Palafin",1
"9181","Iron_Leaves","Pinsir-Mega",1
"9182","Iron_Leaves","Spidops",1
"9183","Iron_Leaves","Staraptor",1
"9184","Iron_Leaves","Swampert",1
"9185","Iron_Leaves","Tapu_Koko",2
"9186","Iron_Leaves","Ting-Lu",2
