"Pokemon1","Pokemon2","Distance","weight","percentile"
"Gliscor","Goodra",0.129422003737221,1,0.00571517886267261
"Hydreigon","Silvally",0.129423864157919,0,0.00572197455692073
"Hydreigon","Ribombee",0.129424846667544,2,0.00572877025116886
"Tsareena","Vaporeon",0.129431468668897,3,0.00573556594541698
"Lopunny-Mega","Muk-Alola",0.129437177444516,2,0.00574236163966511
"Skarmory","Zeraora",0.129443581414978,3,0.00574915733391323
"Gligar","Tangrowth",0.129445022630955,1,0.00575595302816136
"Ferrothorn","Tornadus-Therian",0.129445487338013,1,0.00576274872240948
"Landorus-Therian","Tsareena",0.129452721245517,0,0.00576954441665761
"Incineroar","Primarina",0.129484419944867,1,0.00577634011090573
"Landorus-Therian","Primarina",0.129497379770146,0,0.00578313580515385
"Incineroar","Snorlax",0.129501390501501,1,0.00578993149940198
"Latias-Mega","Mamoswine",0.129504390349664,3,0.0057967271936501
"Florges","Mienshao",0.1295059402347,1,0.00580352288789823
"Aggron-Mega","Tangrowth",0.129515559038168,0,0.00581031858214635
"Shaymin","Victini",0.129515653219294,0,0.00581711427639448
"Greninja","Primarina",0.129520438328054,1,0.0058239099706426
"Lickilicky","Mew",0.129528272047956,4,0.00583070566489073
"Amoonguss","Empoleon",0.129535113068005,0,0.00583750135913885
"Gallade-Mega","Tornadus-Therian",0.129549316711787,1,0.00584429705338697
"Landorus-Therian","Scizor-Mega",0.12955258102427,0,0.0058510927476351
"Silvally","Vikavolt",0.129559794594944,0,0.00585788844188322
"Krookodile","Serperior",0.129574958955514,0,0.00586468413613135
"Reuniclus","Tornadus-Therian",0.129580778927223,1,0.00587147983037947
"Gallade-Mega","Rotom-Heat",0.129581966560799,1,0.0058782755246276
"Kyurem","Slowking",0.12958469386818,1,0.00588507121887572
"Nidoqueen","Tornadus-Therian",0.129585617280821,2,0.00589186691312384
"Landorus","Vikavolt",0.12960066923343,3,0.00589866260737197
"Gallade-Mega","Primarina",0.129620699515633,1,0.00590545830162009
"Haxorus","Slowking",0.129632745179329,0,0.00591225399586822
"Clefable","Snorlax",0.129638592780806,1,0.00591904969011634
"Krookodile","Sylveon",0.129638618185294,0,0.00592584538436447
"Aggron-Mega","Clefable",0.129646936876519,0,0.00593264107861259
"Primarina","Volcarona",0.129659097781134,1,0.00593943677286072
"Primarina","Rotom-Mow",0.129679709519991,2,0.00594623246710884
"Persian-Alola","Serperior",0.129682528888975,1,0.00595302816135696
"Vikavolt","Weezing",0.129690513695944,2,0.00595982385560509
"Mamoswine","Zygarde",0.12970276950046,0,0.00596661954985321
"Arcanine","Moltres",0.129714479087901,0,0.00597341524410134
"Moltres","Shaymin",0.12972062863628,1,0.00598021093834946
"Crobat","Serperior",0.129729030369218,0,0.00598700663259759
"Kyurem","Necrozma",0.129732575513519,1,0.00599380232684571
"Heatran","Hydreigon",0.129739381861996,2,0.00600059802109384
"Celesteela","Togekiss",0.129743578257905,1,0.00600739371534196
"Roserade","Tornadus-Therian",0.129754806758681,0,0.00601418940959008
"Garchomp","Mew",0.12978610369425,2,0.00602098510383821
"Crobat","Snorlax",0.129821465737265,2,0.00602778079808633
"Krookodile","Nidoking",0.12982600019841,1,0.00603457649233446
"Arcanine","Kyurem",0.129828061699465,0,0.00604137218658258
"Kyurem","Snorlax",0.129842579848217,1,0.0060481678808307
"Lopunny-Mega","Skarmory",0.129844843826466,0,0.00605496357507883
"Serperior","Zygarde",0.129851459310599,2,0.00606175926932695
"Clefable","Ribombee",0.12985240551454,0,0.00606855496357508
"Empoleon","Lopunny-Mega",0.129881747593995,0,0.0060753506578232
"Heatran","Tangrowth",0.129883491349657,0,0.00608214635207133
"Pidgeot-Mega","Rotom-Heat",0.129919610916815,2,0.00608894204631945
"Celesteela","Heatran",0.12992060839859,0,0.00609573774056758
"Tapu_Koko","Vaporeon",0.129921116409492,2,0.0061025334348157
"Dragapult","Florges",0.129925231201977,1,0.00610932912906382
"Aggron-Mega","Heatran",0.129926962558076,0,0.00611612482331195
"Rotom-Wash","Umbreon",0.129940297751538,2,0.00612292051756007
"Gurdurr","Mamoswine",0.129949700322492,2,0.0061297162118082
"Bronzong","Lopunny-Mega",0.129953704048676,2,0.00613651190605632
"Kyurem","Rotom-Heat",0.129958413262303,0,0.00614330760030445
"Tangrowth","Togekiss",0.129961623282186,0,0.00615010329455257
"Mienshao","Skarmory",0.129961968489822,1,0.0061568989888007
"Haxorus","Venusaur-Mega",0.129975669496957,1,0.00616369468304882
"Serperior","Slowking",0.129981966130531,1,0.00617049037729694
"Gallade-Mega","Incineroar",0.129992877297751,2,0.00617728607154507
"Amoonguss","Persian-Alola",0.130010086315056,0,0.00618408176579319
"Jirachi","Rotom-Wash",0.130021160973503,0,0.00619087746004132
"Crobat","Incineroar",0.130042947517451,1,0.00619767315428944
"Gengar","Incineroar",0.130058813329025,1,0.00620446884853757
"Galvantula","Mienshao",0.130062133754549,2,0.00621126454278569
"Druddigon","Lickilicky",0.130065583177418,3,0.00621806023703382
"Nidoqueen","Vaporeon",0.130065583177418,2,0.00622485593128194
"Cryogonal","Goodra",0.130073910875829,1,0.00623165162553006
"Celesteela","Gurdurr",0.130074229934317,2,0.00623844731977819
"Nidoking","Primarina",0.130076105272584,1,0.00624524301402631
"Mew","Reuniclus",0.130077968123633,0,0.00625203870827444
"Gligar","Sylveon",0.130078275266399,2,0.00625883440252256
"Druddigon","Tapu_Koko",0.130078863159599,1,0.00626563009677069
"Incineroar","Seismitoad",0.130087096992872,3,0.00627242579101881
"Florges","Vikavolt",0.130087808291313,0,0.00627922148526693
"Amoonguss","Volcarona",0.130090392403617,1,0.00628601717951506
"Haxorus","Rotom-Mow",0.130099686509161,1,0.00629281287376318
"Donphan","Incineroar",0.130104676370953,2,0.00629960856801131
"Moltres","Sylveon",0.130132401913808,1,0.00630640426225943
"Gliscor","Shaymin",0.130134375056035,0,0.00631319995650756
"Porygon2","Tangrowth",0.130134425834569,0,0.00631999565075568
"Cryogonal","Venusaur-Mega",0.130144498912802,2,0.00632679134500381
"Krookodile","Kyurem",0.130148548478306,1,0.00633358703925193
"Nidoking","Tapu_Koko",0.130167587022174,1,0.00634038273350005
"Arcanine","Zeraora",0.130171976095627,1,0.00634717842774818
"Cryogonal","Ferrothorn",0.130172575860234,0,0.0063539741219963
"Serperior","Vikavolt",0.130184779141636,0,0.00636076981624443
"Kyurem","Primarina",0.130188910980824,0,0.00636756551049255
"Hydreigon","Kyurem",0.130190257770557,0,0.00637436120474068
"Mamoswine","Reuniclus",0.13019974156899,0,0.0063811568989888
"Aggron-Mega","Vikavolt",0.130203651667114,1,0.00638795259323693
"Haxorus","Heatran",0.130205311283249,0,0.00639474828748505
"Empoleon","Jolteon",0.130218024630075,0,0.00640154398173317
"Arcanine","Togekiss",0.130223070791324,1,0.0064083396759813
"Empoleon","Snorlax",0.130227609062395,1,0.00641513537022942
"Jolteon","Kyurem",0.13022999043571,0,0.00642193106447755
"Nidoqueen","Tapu_Koko",0.130236418841653,0,0.00642872675872567
"Lopunny-Mega","Togekiss",0.130238068736916,0,0.0064355224529738
"Heatran","Jolteon",0.130238775375623,0,0.00644231814722192
"Primarina","Togekiss",0.130269962911781,0,0.00644911384147004
"Rotom-Wash","Tornadus-Therian",0.130283643377011,0,0.00645590953571817
"Ribombee","Vikavolt",0.130302821805338,0,0.00646270522996629
"Necrozma","Tsareena",0.13034232554123,2,0.00646950092421442
"Dragapult","Zygarde",0.130351271721322,0,0.00647629661846254
"Arcanine","Serperior",0.130352177543543,0,0.00648309231271067
"Arcanine","Scizor-Mega",0.130370179141982,0,0.00648988800695879
"Garchomp","Landorus-Therian",0.130395480393325,0,0.00649668370120692
"Gallade-Mega","Raikou",0.130413379735411,3,0.00650347939545504
"Druddigon","Silvally",0.130439361361696,1,0.00651027508970316
"Nidoqueen","Shaymin",0.130440268456084,1,0.00651707078395129
"Empoleon","Primarina",0.130442658432207,0,0.00652386647819941
"Mamoswine","Moltres",0.130444071817144,1,0.00653066217244754
"Celesteela","Skarmory",0.130444763462106,0,0.00653745786669566
"Infernape","Mamoswine",0.130446251448657,0,0.00654425356094379
"Lopunny-Mega","Persian-Alola",0.130448778052084,0,0.00655104925519191
"Haxorus","Reuniclus",0.130476372403782,1,0.00655784494944003
"Gligar","Rotom-Heat",0.130507150911691,1,0.00656464064368816
"Haxorus","Incineroar",0.130527248259929,1,0.00657143633793628
"Lickilicky","Primarina",0.130547222360618,2,0.00657823203218441
"Skarmory","Tangrowth",0.130557973962568,0,0.00658502772643253
"Sylveon","Victini",0.130566673580972,1,0.00659182342068066
"Haxorus","Snorlax",0.130576718709538,0,0.00659861911492878
"Druddigon","Tangrowth",0.130578027050236,1,0.0066054148091769
"Shaymin","Zapdos",0.130591481151232,1,0.00661221050342503
"Ferrothorn","Shaymin",0.130617129947616,0,0.00661900619767315
"Florges","Serperior",0.130627897165237,0,0.00662580189192128
"Incineroar","Sylveon",0.13064510079261,0,0.0066325975861694
"Tornadus-Therian","Zapdos",0.130646675183943,0,0.00663939328041753
"Heatran","Primarina",0.13064799732688,0,0.00664618897466565
"Aggron-Mega","Jolteon",0.130655486357763,0,0.00665298466891378
"Darmanitan","Excadrill",0.130667800448596,3,0.0066597803631619
"Skarmory","Tapu_Koko",0.130669948374697,1,0.00666657605741003
"Lopunny-Mega","Slowking",0.130675809358987,1,0.00667337175165815
"Jirachi","Serperior",0.130680926927207,0,0.00668016744590627
"Celesteela","Florges",0.130689984861634,1,0.0066869631401544
"Lopunny-Mega","Moltres",0.130693221229516,1,0.00669375883440252
"Celesteela","Tsareena",0.130713392830198,0,0.00670055452865065
"Arcanine","Porygon2",0.130716398586804,0,0.00670735022289877
"Clefable","Mismagius",0.130716793261417,2,0.0067141459171469
"Clefable","Nihilego",0.130724574729416,2,0.00672094161139502
"Jirachi","Mismagius",0.130724826641344,2,0.00672773730564314
"Gengar","Vikavolt",0.13073074184218,0,0.00673453299989127
"Aggron-Mega","Darmanitan",0.130733266628015,1,0.00674132869413939
"Celesteela","Garchomp",0.130748740552494,1,0.00674812438838752
"Raikou","Tornadus-Therian",0.130750685865261,1,0.00675492008263564
"Arcanine","Florges",0.130776018705534,1,0.00676171577688377
"Pidgeot-Mega","Slowking",0.130776075134597,2,0.00676851147113189
"Aggron-Mega","Mienshao",0.130777274252025,1,0.00677530716538002
"Absol-Mega","Tornadus-Therian",0.130782280113256,1,0.00678210285962814
"Aggron-Mega","Mamoswine",0.13079221194716,1,0.00678889855387626
"Goodra","Persian-Alola",0.130792370421471,1,0.00679569424812439
"Mew","Nidoqueen",0.130803639487935,1,0.00680248994237251
"Silvally","Venusaur-Mega",0.130808721191769,2,0.00680928563662064
"Gligar","Silvally",0.13081434604892,1,0.00681608133086876
"Gengar","Mamoswine",0.130818162577655,0,0.00682287702511689
"Ribombee","Rotom-Heat",0.130820710542112,1,0.00682967271936501
"Jirachi","Moltres",0.13082221181143,0,0.00683646841361314
"Aggron-Mega","Zapdos",0.130824098528882,2,0.00684326410786126
"Jirachi","Necrozma",0.130843196977057,0,0.00685005980210938
"Gligar","Hydreigon",0.130843834844197,0,0.00685685549635751
"Gengar","Umbreon",0.130862355133809,1,0.00686365119060563
"Crobat","Primarina",0.13087140284468,0,0.00687044688485376
"Forretress","Tangrowth",0.130874590670061,1,0.00687724257910188
"Dragapult","Kyurem",0.130877122143266,0,0.00688403827335
"Jirachi","Tornadus",0.130884532287562,0,0.00689083396759813
"Arcanine","Diancie-Mega",0.130887139499721,2,0.00689762966184625
"Garchomp","Haxorus",0.130887857358376,0,0.00690442535609438
"Ferrothorn","Rotom-Heat",0.130890258622318,0,0.0069112210503425
"Rotom-Heat","Volcarona",0.13089183541189,0,0.00691801674459063
"Gengar","Porygon2",0.130896992346666,1,0.00692481243883875
"Reuniclus","Sylveon",0.130906922274503,1,0.00693160813308688
"Reuniclus","Tangrowth",0.130912058709045,1,0.006938403827335
"Nidoking","Tsareena",0.130928786806839,1,0.00694519952158312
"Galvantula","Lopunny-Mega",0.130974369552702,0,0.00695199521583125
"Jolteon","Porygon2",0.130977954741221,0,0.00695879091007937
"Gliscor","Sylveon",0.13098572176844,0,0.0069655866043275
"Clefable","Reuniclus",0.130999616939811,1,0.00697238229857562
"Garchomp","Silvally",0.131007662786397,0,0.00697917799282375
"Rotom","Tornadus-Therian",0.131023216667715,1,0.00698597368707187
"Nidoqueen","Sylveon",0.131026275663739,0,0.00699276938132
"Cryogonal","Rotom-Wash",0.131036898999405,0,0.00699956507556812
"Silvally","Zygarde",0.131052067402913,0,0.00700636076981624
"Jirachi","Rotom-Mow",0.131056688504293,1,0.00701315646406437
"Goodra","Rotom-Heat",0.131068870869993,0,0.00701995215831249
"Ferrothorn","Tapu_Koko",0.131083796819027,0,0.00702674785256062
"Moltres","Tsareena",0.131085702739303,0,0.00703354354680874
"Jirachi","Venusaur-Mega",0.131087410053295,1,0.00704033924105687
"Clefable","Forretress",0.131087993863408,0,0.00704713493530499
"Arcanine","Raikou",0.13109941608416,1,0.00705393062955312
"Crobat","Jirachi",0.131121207743498,0,0.00706072632380124
"Mamoswine","Primarina",0.131127976605827,1,0.00706752201804936
"Amoonguss","Nidoking",0.131135234411435,0,0.00707431771229749
"Celesteela","Scizor-Mega",0.131139089779908,0,0.00708111340654561
"Gallade-Mega","Sylveon",0.131142482416814,2,0.00708790910079374
"Aromatisse","Haxorus",0.131156742947054,2,0.00709470479504186
"Lopunny-Mega","Serperior",0.13116023178561,0,0.00710150048928999
"Hydreigon","Skarmory",0.131163279668461,1,0.00710829618353811
"Arcanine","Nidoking",0.131167673905143,1,0.00711509187778623
"Empoleon","Incineroar",0.131181653764839,1,0.00712188757203436
"Aggron-Mega","Reuniclus",0.131195353612938,1,0.00712868326628248
"Cryogonal","Darmanitan",0.131198390811318,0,0.00713547896053061
"Darmanitan","Landorus-Therian",0.131201627991043,1,0.00714227465477873
"Celesteela","Darmanitan",0.131207853976732,1,0.00714907034902686
"Arcanine","Greninja",0.131213303296432,1,0.00715586604327498
"Incineroar","Mamoswine",0.131238902083593,0,0.0071626617375231
"Chatot","Primarina",0.131246481442384,2,0.00716945743177123
"Kyurem","Persian-Alola",0.131257041797316,2,0.00717625312601935
"Snorlax","Zygarde",0.131261180751523,1,0.00718304882026748
"Jolteon","Zapdos",0.131265168378915,0,0.0071898445145156
"Clefable","Umbreon",0.131270069518785,1,0.00719664020876373
"Forretress","Rotom-Heat",0.131271839374344,0,0.00720343590301185
"Florges","Togekiss",0.131280811014552,0,0.00721023159725998
"Diancie-Mega","Shaymin",0.131295131192502,1,0.0072170272915081
"Jirachi","Muk-Alola",0.13131580976825,1,0.00722382298575622
"Aggron-Mega","Donphan",0.131319508550451,1,0.00723061868000435
"Druddigon","Primarina",0.131323477825999,1,0.00723741437425247
"Rotom-Wash","Vikavolt",0.131324649995195,1,0.0072442100685006
"Gligar","Mamoswine",0.131328875771015,1,0.00725100576274872
"Aggron-Mega","Celesteela",0.131329729754,0,0.00725780145699685
"Haxorus","Scizor-Mega",0.131364635427971,0,0.00726459715124497
"Aggron-Mega","Arcanine",0.131390069787547,1,0.0072713928454931
"Hydreigon","Primarina",0.13140851402809,0,0.00727818853974122
"Amoonguss","Skarmory",0.131421682648869,0,0.00728498423398934
"Gengar","Mew",0.131434343072879,0,0.00729177992823747
"Crobat","Silvally",0.131442682746267,0,0.00729857562248559
"Celesteela","Mew",0.131443624757234,0,0.00730537131673372
"Florges","Necrozma",0.131444384365805,3,0.00731216701098184
"Persian-Alola","Rotom-Heat",0.131449664900429,0,0.00731896270522997
"Moltres","Primarina",0.131461555525907,1,0.00732575839947809
"Lopunny-Mega","Necrozma",0.131461629263732,1,0.00733255409372621
"Ferrothorn","Haxorus",0.131471730537719,0,0.00733934978797434
"Heatran","Rotom-Heat",0.131485332411363,0,0.00734614548222246
"Corviknight","Tangrowth",0.131528828432944,1,0.00735294117647059
"Amoonguss","Roserade",0.131530589058166,0,0.00735973687071871
"Gallade-Mega","Mamoswine",0.131532543174433,0,0.00736653256496684
"Gengar","Vaporeon",0.131539486513513,1,0.00737332825921496
"Clefable","Darmanitan",0.131566390543048,0,0.00738012395346309
"Greninja","Tsareena",0.131567876499294,1,0.00738691964771121
"Gengar","Necrozma",0.131571812919852,1,0.00739371534195933
"Jirachi","Zeraora",0.131573305290827,1,0.00740051103620746
"Tornadus","Zeraora",0.131586106425937,2,0.00740730673045558
"Aggron-Mega","Rotom-Heat",0.131595197716907,0,0.00741410242470371
"Rotom-Heat","Rotom-Mow",0.131611887303668,0,0.00742089811895183
"Florges","Venusaur-Mega",0.131612870696091,3,0.00742769381319996
"Slowbro","Sylveon",0.131621498054079,2,0.00743448950744808
"Jolteon","Persian-Alola",0.13163368348505,1,0.0074412852016962
"Crobat","Dragapult",0.131637024711533,1,0.00744808089594433
"Mienshao","Scizor-Mega",0.131641084406623,0,0.00745487659019245
"Jolteon","Volcarona",0.13165880327029,1,0.00746167228444058
"Heatran","Landorus-Therian",0.131659226125587,0,0.0074684679786887
"Landorus-Therian","Ninetales-Alola",0.131671143065705,1,0.00747526367293683
"Celesteela","Incineroar",0.131671871033672,1,0.00748205936718495
"Incineroar","Tsareena",0.131673175897319,2,0.00748885506143308
"Jirachi","Roserade",0.131674816029924,1,0.0074956507556812
"Persian-Alola","Silvally",0.13167941998339,0,0.00750244644992932
"Corviknight","Garchomp",0.131699149820558,1,0.00750924214417745
"Mamoswine","Mew",0.131709347746437,1,0.00751603783842557
"Gengar","Rotom-Wash",0.131714172054382,0,0.0075228335326737
"Serperior","Shaymin",0.131721005749544,0,0.00752962922692182
"Empoleon","Gliscor",0.131723121985332,1,0.00753642492116995
"Decidueye","Tapu_Koko",0.131733162460657,3,0.00754322061541807
"Florges","Krookodile",0.131747933440426,0,0.0075500163096662
"Cryogonal","Forretress",0.131750416722517,0,0.00755681200391432
"Gurdurr","Sylveon",0.131769804014425,1,0.00756360769816244
"Goodra","Jirachi",0.131772275993636,1,0.00757040339241057
"Garchomp","Nidoking",0.131776581794097,0,0.00757719908665869
"Greninja","Rotom",0.13177766869818,3,0.00758399478090682
"Lopunny-Mega","Roserade",0.131787044751481,0,0.00759079047515494
"Landorus-Therian","Rotom-Wash",0.131791370297918,1,0.00759758616940307
"Garchomp","Hydreigon",0.131792231351115,0,0.00760438186365119
"Persian-Alola","Snorlax",0.13179399135596,2,0.00761117755789931
"Kyurem","Vikavolt",0.13179400650268,0,0.00761797325214744
"Dragapult","Volcarona",0.131806901807995,0,0.00762476894639556
"Amoonguss","Reuniclus",0.131823580408876,0,0.00763156464064369
"Diancie-Mega","Tornadus-Therian",0.131839482076949,1,0.00763836033489181
"Aggron-Mega","Druddigon",0.131844801350629,2,0.00764515602913994
"Clefable","Swellow",0.131851161958571,1,0.00765195172338806
"Gliscor","Landorus-Therian",0.131870858176294,0,0.00765874741763619
"Cryogonal","Reuniclus",0.131873445377505,1,0.00766554311188431
"Rotom-Mow","Tapu_Koko",0.131877583985588,0,0.00767233880613243
"Gengar","Zeraora",0.131886636352974,1,0.00767913450038056
"Kyurem","Tangrowth",0.131888915527473,0,0.00768593019462868
"Shaymin","Volcarona",0.131902604126578,1,0.00769272588887681
"Krookodile","Moltres",0.131904783617161,1,0.00769952158312493
"Mew","Ribombee",0.131911668760181,2,0.00770631727737306
"Arcanine","Skarmory",0.131925533901726,1,0.00771311297162118
"Vikavolt","Volcarona",0.131932523922476,0,0.0077199086658693
"Mamoswine","Rotom-Wash",0.131936978146589,1,0.00772670436011743
"Darmanitan","Rotom-Heat",0.131944207578988,0,0.00773350005436555
"Porygon2","Scizor-Mega",0.13196318388978,2,0.00774029574861368
"Arcanine","Volcarona",0.131963255993673,0,0.0077470914428618
"Gliscor","Mamoswine",0.131968541370087,0,0.00775388713710993
"Moltres","Tornadus-Therian",0.132000577747266,0,0.00776068283135805
"Darmanitan","Donphan",0.132021786331331,1,0.00776747852560618
"Mew","Snorlax",0.13203944344777,1,0.0077742742198543
"Bronzong","Clefable",0.132043039950216,2,0.00778106991410242
"Garchomp","Mamoswine",0.132046082816277,0,0.00778786560835055
"Corviknight","Vikavolt",0.132050204069402,1,0.00779466130259867
"Krookodile","Togekiss",0.132060404827581,1,0.0078014569968468
"Umbreon","Zygarde",0.132065554334556,1,0.00780825269109492
"Muk-Alola","Primarina",0.132079392007768,1,0.00781504838534305
"Gliscor","Kyurem",0.132094668138503,1,0.00782184407959117
"Infernape","Necrozma",0.1320997973798,1,0.0078286397738393
"Infernape","Reuniclus",0.132103339996654,2,0.00783543546808742
"Florges","Shaymin",0.132112546571119,0,0.00784223116233554
"Arcanine","Slowbro",0.132121516193701,1,0.00784902685658367
"Decidueye","Silvally",0.132127152988867,2,0.00785582255083179
"Ribombee","Tangrowth",0.132133669646122,1,0.00786261824507992
"Jirachi","Raikou",0.132148929469491,0,0.00786941393932804
"Gallade-Mega","Gliscor",0.132168094822155,0,0.00787620963357617
"Cryogonal","Skarmory",0.132179000225674,0,0.00788300532782429
"Clefable","Rotom",0.132179539093494,1,0.00788980102207242
"Rotom-Heat","Victini",0.132186305992256,0,0.00789659671632054
"Jirachi","Swellow",0.132216013197425,1,0.00790339241056866
"Heatran","Mamoswine",0.132227986996908,0,0.00791018810481679
"Goodra","Mew",0.132247216340296,1,0.00791698379906491
"Primarina","Serperior",0.132272882704774,0,0.00792377949331304
"Galvantula","Gengar",0.132275025399588,1,0.00793057518756116
"Gallade-Mega","Jolteon",0.13227816441553,1,0.00793737088180929
"Druddigon","Lopunny-Mega",0.132278508480218,0,0.00794416657605741
"Muk-Alola","Tornadus-Therian",0.132284949183748,0,0.00795096227030553
"Donphan","Galvantula",0.132284972654173,1,0.00795775796455366
"Porygon2","Silvally",0.132290942700954,1,0.00796455365880178
"Muk-Alola","Scizor-Mega",0.132292394783645,2,0.00797134935304991
"Greninja","Tangrowth",0.132301594127797,1,0.00797814504729803
"Florges","Mamoswine",0.132316866343626,0,0.00798494074154616
"Jolteon","Zeraora",0.132321676869435,0,0.00799173643579428
"Tapu_Koko","Zapdos",0.13232627542334,0,0.0079985321300424
"Landorus-Therian","Umbreon",0.132334414279316,1,0.00800532782429053
"Scizor-Mega","Silvally",0.132338738900233,1,0.00801212351853865
"Gallade-Mega","Jirachi",0.132338958141639,1,0.00801891921278678
"Amoonguss","Snorlax",0.132344104303389,0,0.0080257149070349
"Raikou","Tapu_Koko",0.132345063534931,0,0.00803251060128303
"Manectric-Mega","Tapu_Koko",0.132357246561104,0,0.00803930629553115
"Empoleon","Krookodile",0.13236015635335,1,0.00804610198977928
"Gallade-Mega","Tangrowth",0.132364983075892,0,0.0080528976840274
"Shaymin","Togekiss",0.132368838824721,1,0.00805969337827553
"Infernape","Zapdos",0.132384339390382,2,0.00806648907252365
"Arcanine","Krookodile",0.132388757004998,1,0.00807328476677177
"Nidoking","Rotom-Heat",0.132397136694128,0,0.0080800804610199
"Amoonguss","Gligar",0.13240672900079,1,0.00808687615526802
"Reuniclus","Tapu_Koko",0.132418945009559,0,0.00809367184951615
"Landorus-Therian","Mew",0.132441991184925,0,0.00810046754376427
"Kyurem","Sylveon",0.132443323296182,0,0.0081072632380124
"Kyurem","Mamoswine",0.132450219152001,0,0.00811405893226052
"Arcanine","Druddigon",0.13246672714818,0,0.00812085462650864
"Celesteela","Galvantula",0.132475811349381,1,0.00812765032075677
"Amoonguss","Swellow",0.132489379104189,1,0.00813444601500489
"Dragapult","Empoleon",0.132489754384749,1,0.00814124170925302
"Landorus-Therian","Persian-Alola",0.132502247462304,0,0.00814803740350114
"Crobat","Ferrothorn",0.132506467204841,1,0.00815483309774927
"Florges","Sylveon",0.132511982728189,0,0.00816162879199739
"Mew","Tsareena",0.13251877208453,0,0.00816842448624551
"Haxorus","Umbreon",0.132519857378515,1,0.00817522018049364
"Crobat","Ribombee",0.132532754387182,0,0.00818201587474176
"Gurdurr","Tapu_Koko",0.132543486592434,0,0.00818881156898989
"Lopunny-Mega","Mismagius",0.132580526937677,2,0.00819560726323801
"Haxorus","Nidoqueen",0.132586305538228,0,0.00820240295748614
"Krookodile","Volcarona",0.132601015892741,1,0.00820919865173426
"Gliscor","Mienshao",0.132624405122089,0,0.00821599434598239
"Gliscor","Volcarona",0.132625569034953,1,0.00822279004023051
"Forretress","Tornadus-Therian",0.13262583661538,0,0.00822958573447863
"Clefable","Pidgeot-Mega",0.132627810900326,0,0.00823638142872676
"Tornadus","Tornadus-Therian",0.132640240806255,0,0.00824317712297488
"Aggron-Mega","Haxorus",0.132642686932666,0,0.00824997281722301
"Crobat","Ninetales-Alola",0.132649746799914,2,0.00825676851147113
"Bronzong","Zygarde",0.132660232722929,2,0.00826356420571926
"Ferrothorn","Hydreigon",0.132681404064413,0,0.00827035989996738
"Heatran","Vikavolt",0.132683571533132,1,0.0082771555942155
"Empoleon","Infernape",0.132690698756228,0,0.00828395128846363
"Crobat","Kyurem",0.13269222722755,0,0.00829074698271175
"Incineroar","Weezing",0.132698418349407,2,0.00829754267695988
"Donphan","Mew",0.132698631447734,0,0.008304338371208
"Clefable","Gligar",0.132706567159648,1,0.00831113406545613
"Blastoise-Mega","Jolteon",0.132723644414824,2,0.00831792975970425
"Druddigon","Vikavolt",0.132732425766029,1,0.00832472545395238
"Gliscor","Rotom-Wash",0.132760026585474,1,0.0083315211482005
"Cryogonal","Miltank",0.132762534598145,3,0.00833831684244862
"Donphan","Mismagius",0.132785460089571,2,0.00834511253669675
"Skarmory","Vikavolt",0.132792547121153,0,0.00835190823094487
"Amoonguss","Ferrothorn",0.132811223054531,0,0.008358703925193
"Celesteela","Primarina",0.132833732055834,0,0.00836549961944112
"Porygon2","Rotom-Heat",0.132855356041617,1,0.00837229531368925
"Darmanitan","Jirachi",0.132858004284644,1,0.00837909100793737
"Infernape","Nidoqueen",0.132876507194876,0,0.0083858867021855
"Greninja","Zeraora",0.132883530225124,2,0.00839268239643362
"Greninja","Tornadus",0.132888331396732,2,0.00839947809068174
"Gliscor","Roserade",0.132898081497613,1,0.00840627378492987
"Reuniclus","Rotom-Heat",0.132898391278641,0,0.00841306947917799
"Alomomola","Jolteon",0.132898405685038,2,0.00841986517342612
"Infernape","Snorlax",0.132907158548129,0,0.00842666086767424
"Aromatisse","Darmanitan",0.132916013582513,1,0.00843345656192237
"Arcanine","Forretress",0.132916493726327,1,0.00844025225617049
"Lickilicky","Lopunny-Mega",0.132922363502998,2,0.00844704795041861
"Nihilego","Togekiss",0.132928924924591,3,0.00845384364466674
"Ferrothorn","Victini",0.132940364434087,2,0.00846063933891486
"Gengar","Snorlax",0.132943346952186,1,0.00846743503316299
"Druddigon","Nidoqueen",0.132945613103362,1,0.00847423072741111
"Goodra","Volcarona",0.132945613103362,1,0.00848102642165924
"Hydreigon","Manectric-Mega",0.132946796281236,3,0.00848782211590736
"Florges","Slowking",0.132948410515499,0,0.00849461781015549
"Aggron-Mega","Nidoqueen",0.132949843116217,1,0.00850141350440361
"Rotom-Wash","Sylveon",0.132952042958404,0,0.00850820919865173
"Goodra","Jolteon",0.13295622890481,0,0.00851500489289986
"Slowking","Sylveon",0.132957838488782,0,0.00852180058714798
"Mienshao","Zygarde",0.132970128200052,0,0.00852859628139611
"Aggron-Mega","Mew",0.132972492331818,1,0.00853539197564423
"Tapu_Koko","Venusaur-Mega",0.132984007140929,0,0.00854218766989236
"Gallade-Mega","Infernape",0.132991097237539,0,0.00854898336414048
"Darmanitan","Mimikyu",0.132994360782704,2,0.0085557790583886
"Reuniclus","Vikavolt",0.133015180358705,0,0.00856257475263673
"Blissey","Tapu_Koko",0.133015398760981,2,0.00856937044688485
"Incineroar","Landorus-Therian",0.133021689830184,0,0.00857616614113298
"Haxorus","Zeraora",0.133035806551771,0,0.0085829618353811
